x1,x2,x1_derivative,x2_derivative,x1_squared,x2_squared,x1_times_x2,time
1.505066403,1.001880393,,,2.2652248774393584,1.0037643218778345,1.5078965193287364,0.0
1.569909679,0.948006377,0.5240759500000003,-0.37366447999999997,2.464616400217883,0.8987160908326661,1.488284387006023,0.1
1.609881593,0.927147497,0.5226254900000005,-0.20114562499999988,2.591718743480218,0.859602481193365,1.4925976894163229,0.2
1.674434777,0.907777252,0.6055079549999998,-0.2447685249999998,2.80373182242704,0.8240595392486716,1.520013800518293,0.30000000000000004
1.730983184,0.878193792,0.6774034149999997,-0.19043740500000017,2.996302783290778,0.7712243363073393,1.5201386862451938,0.4
1.80991546,0.869689771,0.6609220649999992,-0.2716265350000002,3.2757939723470115,0.7563602977820324,1.5740649619367597,0.5
1.863167597,0.823868485,0.6788614549999994,-0.2931371500000002,3.471393494510754,0.6787592805761952,1.5350050654414804,0.6000000000000001
1.945687751,0.811062341,0.9063771850000002,-0.1181235650000001,3.7857008243914376,0.6578221209884002,1.578074062181085,0.7000000000000001
2.044443034,0.800243772,0.9547848950000004,-0.12161972500000007,4.179747319271125,0.6403900946247879,1.636052805167284,0.8
2.13664473,0.786738396,1.2262059849999996,-0.1312822050000001,4.5652507022367725,0.6189573037406527,1.680980447702053,0.9
2.289684231,0.773987331,1.4503060899999998,-0.10239755999999989,5.242653877690061,0.5990563885485035,1.7721865867844773,1.0
2.426705948,0.766258884,1.4845179900000005,-0.08575170499999951,5.888901758058578,0.5871526773089254,1.859484991510642,1.1
2.586587829,0.75683699,1.56746689,-0.10041950500000008,6.690436597130933,0.5728022294322601,1.9576253468709948,1.2000000000000002
2.740199326,0.746174983,1.6807076900000006,-0.10211246500000049,7.508692346210854,0.5567771052550502,2.044668185494661,1.3
2.922729367,0.736414497,1.8857435150000001,0.04389077000000019,8.542346952724222,0.5423063113917629,2.1523402766664335,1.4000000000000001
3.117348029,0.754953137,1.504139995,0.12148987500000041,9.717858733910184,0.5699542390661407,2.353451673614317,1.5
3.223557366,0.760712472,1.4787281900000004,0.017205559999999842,10.391322091892858,0.5786834650563508,2.452200292523669,1.6
3.413093667,0.758394249,1.5282338949999996,0.015315934999999836,11.649208379715507,0.575161836916274,2.588470608351121,1.7000000000000002
3.529204145,0.763775659,1.3225518899999988,0.046695100000000433,12.45528189708518,0.5833532572808843,2.6955202215929064,1.8
3.677604045,0.767733269,1.476983300000001,0.10488039999999976,13.524771511800362,0.5894143723294264,2.823418975555473,1.9000000000000001
3.824600805,0.784751739,1.5998839350000016,0.17525085499999982,14.62757131760665,0.615835291863524,3.00136213270455,2.0
3.997580832,0.80278344,1.7534807799999985,0.24102042500000032,15.980652508373813,0.6444612515382336,3.2091916919910224,2.1
4.175296961,0.832955824,1.797227130000001,0.17807004000000015,17.433104712535833,0.693815404735519,3.477837920594451,2.2
4.357026258,0.838397448,2.1411727349999987,0.07800242999999984,18.983677812901487,0.7029102808129127,3.6529196955761902,2.3000000000000003
4.603531508,0.84855631,2.207359604999999,0.19498758000000005,21.19250234514875,0.7200478112408161,3.906355709397215,2.4000000000000004
4.798498179,0.877394964,1.6361946700000018,0.38107188999999986,23.025584773866317,0.7698219228525613,4.210178137017771,2.5
4.930770442,0.924770688,1.2663891550000006,0.5865477249999995,24.312497151700875,0.8552008253839932,4.559831974018404,2.6
5.05177601,0.994704509,1.3224442550000015,0.6822508650000003,25.520440855211522,0.989437060224931,5.025024375605029,2.7
5.195259293,1.061220861,1.7831095400000008,0.5387533249999998,26.990719121502863,1.1261897158215814,5.513317540035712,2.8000000000000003
5.408397918,1.102455174,1.9096599649999968,0.6225101150000001,29.250768039426738,1.2154074106793702,5.962516267749928,2.9000000000000004
5.577191286,1.185722884,1.1551822850000004,0.7892921450000001,31.10506264063433,1.4059387576412776,6.613003336255589,3.0
5.639434375,1.260313603,0.9900849150000024,0.8408156649999998,31.803220069931644,1.5883903779068416,7.107455856038303,3.1
5.775208269,1.353886017,1.693127904999998,0.9957224799999997,33.353030550325975,1.8330073470281243,7.818973720661875,3.2
5.978059956,1.459458099,1.3278645350000007,0.9204866150000002,35.73720083753072,2.1300179427366936,8.724728019091783,3.3000000000000003
6.040781176,1.53798334,0.6668967699999984,1.209533345,36.491037216315945,2.365392754117556,9.290620809273609,3.4000000000000004
6.11143931,1.701364768,0.2546846849999973,1.4941985800000002,37.34969043981327,2.8946420737916934,10.39778752380423,3.5
6.091718113,1.836823056,0.0567299599999993,1.5132062049999995,37.109029568252275,3.3739189390531794,11.189408280611213,3.6
6.122785302,2.004006009,0.2969892900000026,1.5009530699999996,37.48849985438723,4.016040084108107,12.270098537024877,3.7
6.151115971,2.13701367,-0.34841215499999745,1.3491125000000004,37.836227688691274,4.566827425766869,13.145018915782323,3.8000000000000003
6.053102871,2.273828509,-1.044696540000003,1.8637308099999994,36.640054366908444,5.170296088341162,13.763717875989549,3.9000000000000004
5.942176663,2.509759832,-1.4298160400000004,2.0897483900000013,35.30946349430181,6.298894414320667,14.913436303445199,4.0
5.767139663,2.691778187,-1.7523882199999985,2.1094181850000004,33.25989989254776,7.245669808009008,15.523860746245932,4.1000000000000005
5.591699019,2.931643469,-1.684382430000002,1.91841347,31.26709791908556,8.594533429330353,16.392867909665057,4.2
5.430263177,3.075460881,-2.4299076349999993,1.4501147449999996,29.487758171482128,9.458459630561297,16.70056197439828,4.3
5.105717492,3.221666418,-2.9505087499999982,1.2177222899999984,26.068351108114772,10.37913450886895,16.448918583771583,4.4
4.840161427,3.319005339,-2.6889599450000023,1.4392298800000014,23.427162639418675,11.015796440310504,16.064521617834856,4.5
4.567925503,3.509512394,-2.6845320400000006,1.2912881300000012,20.8659434009578,12.316677243639612,16.031191167647183,4.6000000000000005
4.303255019,3.577262965,-2.7407079499999965,0.8091288949999997,18.51800375854869,12.796810320760592,15.39387480841907,4.7
4.019783913,3.671338173,-2.914110649999999,0.8514152450000001,16.158662707213594,13.47872398052698,14.757986127008213,4.800000000000001
3.720432889,3.747546014,-2.7660392950000023,0.8510638300000006,13.841620881552887,14.04410112704729,13.942493443526455,4.9
3.466576054,3.841550939,-2.689770684999999,0.5610418049999999,12.01714953816621,14.757513616931783,13.317028495358615,5.0
3.182478752,3.859754375,-2.9412763600000003,0.167004355,10.12817100693148,14.897703835331642,12.283586286376542,5.1000000000000005
2.878320782,3.87495181,-2.848234660000002,0.05420121,8.28473052409309,15.015251529822278,11.153354323971515,5.2
2.61283182,3.870594617,-2.2990761949999983,-0.5724920800000022,6.826890119604512,14.981502689149377,10.113212777618312,5.300000000000001
2.418505543,3.760453394,-1.769496424999999,-0.5572309750000004,5.849169061521726,14.141009728446118,9.094677377582164,5.4
2.258932535,3.759148422,-1.590532415000001,-0.4795894849999982,5.102776197681527,14.13119685862509,8.49166267434971,5.5
2.10039906,3.664535497,-1.6048779499999999,-0.8506364699999991,4.411676211248883,13.428820408773039,7.696986913235433,5.6000000000000005
1.937956945,3.589021128,-1.32322528,-0.5802240650000012,3.755677120673733,12.881072657230394,6.955368420759334,5.7
1.835754004,3.548490684,-1.19847268,-0.4223530700000011,3.369992763202032,12.591786134434788,6.514155981309698,5.800000000000001
1.698262409,3.504550514,-1.3514959500000001,-1.0910472049999997,2.8840952098224832,12.281874305177665,5.951646398367828,5.9
1.565454814,3.330281243,-0.9790736300000003,-1.0668311399999997,2.4506487746757744,11.090773157477624,5.213404803828253,6.0
1.502447683,3.291184286,-0.8476476599999994,-0.7788257399999998,2.2573490401520684,10.83189400441333,4.944832204826709,6.1000000000000005
1.395925282,3.174516095,-0.9159477199999999,-1.149906650000001,1.9486073929267798,10.077552437414049,4.431387275126414,6.2
1.319258139,3.061202956,-0.7697330550000003,-1.05335234,1.7404420373177434,9.370963537823137,4.038516914833859,6.300000000000001
1.241978671,2.963845627,-0.6307371299999998,-1.1510889299999993,1.5425110192189264,8.784380900687022,3.681033052870622,6.4
1.193110713,2.83098517,-0.3392445700000002,-0.9994121700000003,1.4235131734753685,8.01447703275993,3.377678734671126,6.5
1.174129757,2.763963193,-0.26149544500000066,-1.0861835999999991,1.378580686272879,7.639492532258755,3.245251432154034,6.6000000000000005
1.140811624,2.61374845,-0.3010517300000004,-1.1284109949999999,1.3014511614535171,6.831680959877403,2.981794613971983,6.7
1.113919411,2.538280994,-0.29732699499999904,-0.7487561399999998,1.2408164542025868,6.442870404501628,2.827440469788974,6.800000000000001
1.081346225,2.463997222,-0.25203007,-0.9963197249999989,1.1693096583217508,6.071282310023718,2.664434094420187,6.9
1.063513397,2.339017049,-0.06559173500000015,-1.1318209600000007,1.1310607455984794,5.471000755512669,2.4875759674229054,7.0
1.068227878,2.23763303,-0.022340234999999042,-0.8441483999999999,1.1411107993363832,5.007001576946981,2.3903019833796106,7.1000000000000005
1.05904535,2.170187369,-0.0017435399999998769,-0.6649764849999995,1.1215770533566227,4.709713216567143,2.298326841768185,7.2
1.06787917,2.104637733,0.07140349499999976,-0.78169779,1.1403659217198892,4.42949998716738,2.247498795466722,7.300000000000001
1.073326049,2.013847811,-0.08035255000000019,-0.8278091750000005,1.1520288074619505,4.055583005869493,2.161515314267929,7.4
1.05180866,1.939075898,-0.04610670000000039,-0.6073386000000014,1.1063014572509957,3.7600153382045063,2.0395368219136767,7.5
1.064104709,1.892380091,-0.008382190000000289,-0.7377900700000006,1.1323188317159747,3.581102408813168,2.0136905660509483,7.6000000000000005
1.050132222,1.791517884,-0.07099437000000042,-0.7184088249999998,1.1027776836826573,3.2095363286918372,1.8813306562776582,7.7
1.049905835,1.748698326,0.061020050000000214,-0.533771864999999,1.102302262367047,3.057945835355202,1.835968576122132,7.800000000000001
1.062336232,1.684763511,0.16533952500000004,-0.6291181199999996,1.1285582698199579,2.8384280879970474,1.7897853200868308,7.9
1.08297374,1.622874702,0.1481706049999998,-0.6208207850000003,1.1728321215295874,2.633722298391589,1.7575306855763253,8.0
1.091970353,1.560599354,0.19686134000000077,-0.6465002500000006,1.1923992518309445,2.4354703437052176,1.704128227478952,8.1
1.122346008,1.493574652,0.27104974999999976,-0.5519701799999999,1.2596605616735361,2.230765241096921,1.6763075483221892,8.200000000000001
1.146180303,1.450205318,0.25092267,-0.42097396999999925,1.3137292869851718,2.1030954643554813,1.6621967707974514,8.3
1.172530542,1.409379858,0.31837262500000074,-0.4293140250000005,1.374827871922814,1.9863515841361004,1.6525409287846233,8.4
1.209854828,1.364342513,0.2099813549999996,-0.3692269100000001,1.4637487048349098,1.8614304927791552,1.6506563763987028,8.5
1.214526813,1.335534476,0.19924862499999918,-0.5404607299999997,1.475075379495937,1.7836523365845949,1.622042430787905,8.6
